회사명,직무,링크,자격요건,우대사항
"우아한형제들(배달의민족,Tech)",추천시스템팀 데이터엔지니어,https://www.wanted.co.kr/wd/134314,"- 데이터 파이프라인 구축  등 데이터 엔지니어링에 경험이 있으신 분
- 데이터 사이언티스트와의 협업 경험이 있으신 분
- ML Serving 개발 경험이 있으신 분
- k8s, python 사용 능숙하신 분
- 여러 상황에서 적합한 솔루션을 찾을 수 있는 문제해결능력과 뛰어난 커뮤니케이션 역량을 가지신 분","- Backend 개발 경험
- GPU 학습 최적화 경험 (Tensorflow, PyTorch)
- 다양한 데이터베이스(MongoDB, Redis, ElasticSearch 등) 사용 경험
- MLOps  플랫폼 구축, 활용 경험 (MLFlow, KubeFlow, MLOps 플랫폼 직접 구축 등)
- 대규모 서비스 트래픽 운영 경험

[개발환경]
- 주요 기술
* Python, SQL, Java, C++
* Kubernetes, Spark, Airflow, Kafka
* Tensorflow, Pytorch
* MongoDB, Redis, RDB
* AWS

- 업무 도구 : GitLab, Slack, Jira, Confluence
- 빌드, 배포, 테스트 자동화 : GitLab CI, ArgoCD
- 모니터링: Grafana, Prometheus

 [꼭 읽어 주세요!]
- 지원 시 경력기술서(PDF형식) 필수 첨부 부탁드립니다.
- 경력기술서 작성 Tip : 다음과 관련된 경험이 있다면 구체적으로 기재해주세요
* 대규모 데이터 또는 트래픽을 다뤄본 경험
* ML 기반 서비스를 개발 또는 운영한 경험
* 플랫폼을 설계 또는 고도화한 경험
* 실시간 데이터 파이프라인을 개발 또는 운영한 경험
* 데이터과학자와 협업한 경험"
파수,빅데이터 처리 시스템 개발,https://www.wanted.co.kr/wd/119850,"- 경력 요건: 빅데이터 처리 개발 3년 이상

- 파이썬 (Flask, Numpy/Pandas 등) 개발 경험

- 빅데이터 관련 개발 경험 (Hadoop MR, Hive, Spark, NoSQL 등)

- 고성능, 대용량 처리 경험","- Deep Learning Pipeline과 Map Reduce에 대한 학습 의지
- 리눅스 C/C++, Rust 등 시스템 프로그래밍 경험
- 통계 처리 혹은 암호화 처리 경험
- 네트워크 프로그래밍 경험"
에이블리코퍼레이션,데이터 분석가 (Business Data Analyst),https://www.wanted.co.kr/wd/137674,"[이런 경험을 가지신 분을 찾고 있어요]
• 비즈니스 데이터 분석 경험이 3년 이상이거나, 혹은 그에 준하는 역량을 갖고 계신 분을 찾고 있어요.
• SQL을 통해 데이터를 추출하고, 원하는 형태로 가공이 가능하신 분을 찾아요.
• 분석 결과를 도출하고 전달할 수 있는 논리적 사고와 커뮤니케이션 능력이 있는 분을 찾아요.
• 자기주도적으로 문제를 발견하고 해결하고자 하는 호기심을 가진 분을 찾아요.
• 에이블리의 조직 문화를 이해하고 함께 성장하고자 하는 목표를 가진 분을 찾고 있어요.","[이런 경험이 있다면 더 좋아요]
• 커머스 비즈니스 관련 데이터 분석 경험이 있으신 분이면 더욱 좋아요.
• 퍼포먼스 마케팅, CRM 마케팅 등 마케팅 관련 분석 경험이 있으신 분이면 좋아요.
• Python, R 등 데이터 분석 툴 활용이 가능한 분이면 좋아요. 
• 기본 재무/회계 지식과 통계 지식을 갖춘 분이면 좋아요. 
• IT/Tech, 온라인/패션/커머스 시장과 트렌드에 대한 깊은 관심과 이해가 있으신 분이면 더욱 좋아요."
에이블리코퍼레이션,데이터 엔지니어,https://www.wanted.co.kr/wd/65802,"• 데이터 엔지니어 관련 업무 경력이 5년 이상이거나, 그에 준하는 역량을 갖고 계신 분을 찾고 있어요.
• Kafka, Spark(Hadoop) 등 분산 처리 프레임워크 활용에 능숙한 분을 찾고 있어요.
• 데이터 플랫폼 설계부터 운영까지 A to Z를 주도적으로 개발해본 경험이 있는 분을 찾고 있어요.
• 대용량 분산 처리를 경험해 보신 분을 찾고 있어요.","• Presto, SparkSQL, Impala, Hive(Tez) 등의 분산 쿼리 엔진을 경험해보신 분이면 좋아요.
• 데이터 관련 오픈소스 공헌 및 활동하신 경험이 있는 분이면 좋아요.
• 머신러닝 데이터/서비스 파이프라인 구축 경험이 있으신 분이면 좋아요.


기술스택
•Python, Java, Scala
•Hadoop, Spark, Kafka, Kafka Connect, Debezium, Hudi, Airflow, DataHub
•Redash
•AWS
   - EMR, MSK, Athena, EKS
   - S3
•GCP
   - BigQuery
   - GCS


채용절차 및 제출서류
• 채용 절차 : 서류 전형 ⇒ 직무 인터뷰 ⇒ 최종 인터뷰 ⇒ 최종합격
• 자유 양식의 이력서를 필수로 제출해주세요. (hwp 파일은 지양해주세요)
• 필요에 따라 포트폴리오나 경력기술서, 자신을 드러낼 수 있는 개인 블로그나 노션, Github 링크 등을 자유롭게 입력해주세요.
• 연봉 정보는 서류에 기재하지 말아주세요. 추후 별도로 요청 드릴 예정이에요.

입사 유의 사항
• 인턴을 제외한 모든 직무는 3개월 수습기간을 거칩니다.
• 수습기간 동안 급여 및 복지는 차등 없이 지급됩니다.
• 입사지원 서류에서 허위기재 사실이 발견될 경우, 입사가 취소될 수 있습니다.
• 산업기능요원은 현역 전직 및 보충역 신규편입/전직이 가능하며, 전문연구요원 채용은 현재 진행하고 있지 않습니다."
에이블리코퍼레이션,데이터 분석가 (광고 사업),https://www.wanted.co.kr/wd/135256,"• 다양한 가설을 쉽고 빠르게 검증하실 수 있는 분을 찾고 있어요.
• 복잡한 분석 결과도 쉽게 전달해주실 수 있는 분을 찾아요.
• 아무리 긴 논리적인 대화도 어려움 없이 나누실 수 있는 분을 찾아요.
• 직접 핵심 지표를 설계하고 모니터링을 위한 대시보드를 구축해보신 분을 찾아요.
• SQL 작성 능력이 빠르고 정확하신 분을 찾아요.
• Python, R 등 코드 레벨에서 제품 분석이 편하신 분을 찾고 있어요.","• 광고 플랫폼 및 이커머스 도메인 경험이 있으시다면 더욱 좋아요.
• 광고 지표에 대한 이해가 있으시다면 더 좋아요.
• 퍼포먼스 마케팅 또는 광고 데이터 분석 경험이 있으시다면 더 좋아요.
• Airflow에서 DAG을 직접 생성하고 관리한 경험이 있으시다면 더 좋아요.

채용절차 및 제출서류
• 채용 절차 : 서류전형 ⇒ 사전과제 ⇒ 직무 및 문화 적합성 인터뷰 ⇒ 최종 인터뷰 ⇒ 최종합격
• 필수제출서류: 자유로운 형식의 이력서 및 경력기술서
(hwp 파일은 지양해주세요.)
• 선택제출서류: 포트폴리오, 자기소개서가 있다면 추가로 제출 부탁드립니다 :)
• 연봉 정보는 서류상 기재하지 말아주세요. 추후 별도로 요청 드릴 예정 입니다.

입사 유의 사항
• 인턴을 제외한 모든 직무는 3개월 수습기간을 거칩니다.
• 수습기간 동안 급여 및 복지는 차등 없이 지급됩니다.
• 입사지원 서류에서 허위기재 사실이 발견될 경우, 입사가 취소될 수 있습니다."
에이블리코퍼레이션,데이터 분석가 (Product Data Analyst),https://www.wanted.co.kr/wd/102064,"• 데이터 분석 관련 업무 경력이 2년 이상 혹은 5년 이상이거나, 그에 준하는 역량을 갖고 계신 분을 찾고 있어요.
• 모바일 앱 유저 행동 데이터 분석에 대한 이해도가 있으신 분을 찾아요.
• 데이터 기반의 인사이트를 통해 실질적인 서비스 지표 상승이나 문제 해결 경험이 있으신 분을 찾아요.
• A/B test, 앱 서비스 분석 관련 툴 (Amplitude, Firebase, Google Analytics 등)을 활용한 경험이 있거나, 새로운 툴을 적용하는 데 어려움이 없으신 분을 찾아요.
• SQL을 활용하여 데이터를 추출하고 가공하실 수 있는 분을 찾아요.
• 분석 결과를 도출하고 전달할 수 있는 논리적 사고와 커뮤니케이션 능력이 있으신 분을 찾고 있어요.","• 데이터 관련 전공(통계학/컴퓨터공학/산업공학 등) 혹은 데이터 관련 교육을 이수하신 분이면 좋아요.
• 패션, 이커머스, 플랫폼 서비스에 대한 이해가 있으신 분이면 좋아요.
• 서비스기획, 마케팅, 개발 등 다른 분야에 대한 경험이 있으신 분이면 좋아요.
• 데이터를 활용한 원활한 의사소통과 데이터 기반의 사고 방법을 전사적으로 공유할 수 있으신 분이면 좋아요.
• Data Warehouse 구축 지식이나 경험이 있으신 분이면 좋아요.

채용절차 및 제출서류
• 채용 절차 : 서류전형 ⇒ 사전과제 ⇒ 직무 및 문화 적합성 인터뷰 ⇒ 최종 인터뷰 ⇒ 최종합격
• 필수제출서류: 자유로운 형식의 이력서 및 경력기술서
 (hwp 파일은 지양해주세요.)
• 선택제출서류: 포트폴리오, 자기소개서가 있다면 추가로 제출 부탁드립니다 :)
• 연봉 정보는 서류상 기재하지 말아주세요. 추후 별도로 요청 드릴 예정 입니다.

입사 유의 사항
• 인턴을 제외한 모든 직무는 3개월 수습기간을 거칩니다.
• 수습기간 동안 급여 및 복지는 차등 없이 지급됩니다.
• 입사지원 서류에서 허위기재 사실이 발견될 경우, 입사가 취소될 수 있습니다."
스토어링크,데이터 사이언티스트 (Data Scientist),https://www.wanted.co.kr/wd/83909,"[ 어떤 조건이 필요한가요? ]
• 데이터 분석 관련 경력 5년 이상 (필수)
• 관련 프로젝트 수행 경험 (예 : 통계 분석 프로젝트)
• ML / DL 에 대한 이해 및 관련 프레임웍 활용 경험
•Python, SQL 을 능숙하게 다루시는 분
• 업무 내용을 명확히 전달 가능한 의사소통 능력","[ 이런 점이 있다면 더욱 좋아요 ! ]
• 주도적으로 프로젝트를 진행한 경험
• 통계학/컴퓨터공학/산업공학/수학 등 관련 전공자
• NLP / RecSys / Vision 서비스 개발/운영 경험
• Tableau 를 이용한 시각화 경험
• 대용량 데이터 처리 및 분석 경험
• AWS 사용 경험
• 논문 구현 경험"
젠테,Business Analyst (비즈니스 데이터 분석가),https://www.wanted.co.kr/wd/139271,"• 객관적 데이터 분석 및 성과/운영에 대한 실무 지식이 있으신 분
• Python, SQL, R, Excel 등을 활용한 데이터 추출 및 분석이 가능하신 분
• 가공된 데이터를 시각화하는데 능숙하신 분
• 데이터 분석 결과를 기반으로 의미 있는 인사이트 도출과 실질적인 성과를 만들어내본 경험이 있는 분
• 논리적 추론 결과를 바탕으로 사업과 고객 측면에서 효과적으로 소통할 수 있는 분
• 데이터의 의미를 명료하게 정리하고 상대방에게 쉽게 이해시킬 수 있는 커뮤니케이션 능력이 있으신 분
• 다양한 부서와 협업하며, 이해와 존중을 바탕으로 한 유연한 커뮤니케이션에 능숙한 분
• 프로젝트 별 데드라인을 철저하게 지키시는 분","• 데이터 분석가로서의 업무 경험이 있으신 분
• 영업 관리자로서의 업무 경험이 있으신 분
• 통계, 수학, 컴퓨터 공학 등 데이터 관련 전공, 자격증 또는 그에 준하는 지식이 있으신 분
• 프로젝트에 대한 강한 책임감과 정확하고 원만한 커뮤니케이션 스킬을 보유하신 분
• 이커머스 운영 경험 / 세일즈 경력이 있으신 분
• 영어 또는 이탈리아어 의사소통이 가능하신 분
• 비즈니스 또는 서비스에 필요한 대시보드를 구현해 본 경험이 있는 분
• 협업을 위해 경청하는 태도와 타인의 새로운 사고방식에 열려 있는 분
• 성장과 변화를 추구하는 분
• 패션 이커머스 비즈니스에서 근무 경험 있거나 비전이 있으신 분
• 패션에 대한 열정과 사랑이 있으신 분
• 독창적인 사고와 창의성을 갖추신 분"
아비커스,시계열 데이터 분석 엔지니어,https://www.wanted.co.kr/wd/142574,"• 학력 : 학사 이상
• 전공 : 기계, 항공, 산업공학, 조선 공학 관련 
• 경력 : 관련 경력 5년 이상
• Python, R 및 통계 분석 툴 활용 능력","• 관련 전공 석사 학위 이상 보유자
• Human – Machine Interactive 장비 데이터 분석 경험
• Mobility 관련 데이터 분석 경험 
• 데이터분석을 통한 Insight 도출 경험"
더블유컨셉코리아(W컨셉),[Tech] 데이터베이스 관리자,https://www.wanted.co.kr/wd/80639,"• 학력 : 대졸 이상
• 경력 : 관련 직무 경력 4년 이상

직무요건
• MSSQL, MySQL 데이터베이스 관리 및 운영 경험 있으신 분
• 데이터베이스 성능 튜닝 및 쿼리 튜닝을 해보신 분 
• 데이터베이스 모니터링 계획 수립 및 운영을 해보신 분
• 데이터 백업 계획 수립 및 인프라 구축 경험이 있으신 분
• 데이터베이스 컴플라이언스 대응 경험이 있으신 분

채용 절차
• 서류전형 -＞ 1차 인터뷰 -＞ 2차 인터뷰 -＞ 경력 검증 -＞ 최종 합격","• 이머커스 플랫폼에 대한 이해도 및 대용량 데이터베이스 OLTP 운영 경험이 있으신 분
• MSSQL HA 구축 및 운영 경험이 있으신 분
• AWS RDS 마이그레이션 및 운영 경험이 있으신 분
• 대용량 트래픽 처리를 위한 데이터베이스 아키텍처 설계 및 구성 경험이 있으신 분"
디셈버앤컴퍼니(핀트),핀트(fint) 데이터베이스 관리자(DBA),https://www.wanted.co.kr/wd/90419,"[다음의 경험이 있는 분을 찾습니다]
• DBA 경험(Mysql, Postgresql, Oracle) 3년 이상 보유하신 분이면 좋겠어요.
• 이기종 Database Migration 관련 연구 및 경험이 있으신 분이면 좋겠어요.
• Database 이중화 구축 관련 연구 및 경험이 있으신 분이면 좋겠어요.
• Database 보안 사항 연구 및 경험이 있으신 분이면 좋겠어요.
• Database 분산 아키텍처 연구 및 경험이 있으신 분이면 좋겠어요.","[다음의 경험이 있으면 더 좋습니다. (앞으로 이런 업무를 통해 성장할 수 있습니다)]
• 전자금융업무 경험이 있으면 더 좋아요.
• 자동화 작업, 배치 개발 가능한 분이면 더 좋아요."
하나금융티아이,[하나금융융합기술원] 데이터 사이언티스트(Data Scientist) 석/박사 연구원,https://www.wanted.co.kr/wd/145246,"• 데이터분석/모델링을 위한 언어(R, Python 등) 사용 능력","• 금융 데이터 분석 경험 (은행, 카드, 금융투자, 보험, CB 데이터 등)
• 고급통계 분석 알고리즘 이해 및 활용 능력 보유
• 고객 프로파일링, 자산관리, 추천, 로그분석 등 다양한 데이터 분석 및 활용 경험
• 최신 데이터 분석 트렌드(딥러닝 활용 등)에 대한 이해 및 활용 경험
• 대용량 데이터 분석 및 빅데이터 Platform(Hadoop ecosystem, Hive, Spark 등) 경험
• 시각화 Tool 활용 경험"
하나금융티아이,[하나금융융합기술원] 그룹 데이터 허브 추진 IT 전략기획,https://www.wanted.co.kr/wd/144583,"- 3년 이상의 전략/사업 기획경험이 있는 분
- 다양한 유관부서와 원활한 협업 및 의사소통 능력을 갖춘 분
- 데이터 기반 플랫폼/서비스에 대한 이해 및 사용 경험을 보유하신 분
- 데이터 전반에 대한 지식을 갖추고 있는 분
- PPT, EXCEL 등 OA 활용 능력을 갖추신 분","- 지주회사, 금융회사, 컨설팅펌에서 업무 경험이 있는 분
- 데이터 기반으로 서비스 기획/개발/운영 경험이 있는 분
- 컴퓨터공학, 통계학 등 데이터 유관 학위를 보유하신 분"
